offender_id,degree,betweenness,eigenvector,total_cases,community_id
0e80673aa772,5.2662068e-05,5.2662068e-05,5.2662068e-05,4,517
bc97ce4e9d96,5.2662068e-05,5.2662068e-05,5.2662068e-05,4,27047
d9676930cc78,5.2662068e-05,5.2662068e-05,5.2662068e-05,6,14261
7e6486ec97da,5.2662068e-05,5.2662068e-05,5.2662068e-05,3,16031
bbc4b329a00e,5.2662068e-05,5.2662068e-05,5.2662068e-05,4,31482
bf6f0df8fa09,5.2662068e-05,5.2662068e-05,5.2662068e-05,3,1498
02e60c7a47a8,5.2662068e-05,5.2662068e-05,5.2662068e-05,3,1019
e750af384d96,5.2662068e-05,5.2662068e-05,5.2662068e-05,5,30632
c43f5a26c6cb,5.2662068e-05,5.2662068e-05,5.2662068e-05,4,7146
43cbd97c1f7b,4.9736398e-05,4.9736398e-05,4.9736398e-05,5,3267
2effa45fe25a,4.9736398e-05,4.9736398e-05,4.9736398e-05,6,10712
893d790d24a1,4.9736398e-05,4.9736398e-05,4.9736398e-05,5,4712
019928f20fbf,4.9736398e-05,4.9736398e-05,4.9736398e-05,4,7221
a4652d1c6d0f,4.9736398e-05,4.9736398e-05,4.9736398e-05,4,29610
1a3fda5b4aef,4.9736398e-05,4.9736398e-05,4.9736398e-05,3,31439
bae3a4cedc88,4.9736398e-05,4.9736398e-05,4.9736398e-05,7,7868
d30dc0ac9f38,4.9736398e-05,4.9736398e-05,4.9736398e-05,4,35082
e3885cb00ad1,4.9736398e-05,4.9736398e-05,4.9736398e-05,4,25467
412f1066e915,4.9736398e-05,4.9736398e-05,4.9736398e-05,4,7146
b1836c9273c5,4.9736398e-05,4.9736398e-05,4.9736398e-05,5,9840
b6c6e095c2bc,4.9736398e-05,4.9736398e-05,4.9736398e-05,5,22409
81cd16772206,4.9736398e-05,4.9736398e-05,4.9736398e-05,6,28446
cca59ad80cb5,4.9736398e-05,4.9736398e-05,4.9736398e-05,4,14646
19d8422d4101,4.9736398e-05,4.9736398e-05,4.9736398e-05,4,9840
2fa414ef69fd,4.9736398e-05,4.9736398e-05,4.9736398e-05,3,9242
49c2ac380625,4.9736398e-05,4.9736398e-05,4.9736398e-05,5,22234
c19faa8f38a9,4.9736398e-05,4.9736398e-05,4.9736398e-05,4,1585
61ca6fa69cc6,4.9736398e-05,4.9736398e-05,4.9736398e-05,5,6469
ba95c5dbc8a8,4.9736398e-05,4.9736398e-05,4.9736398e-05,5,21809
f09fa7940269,4.9736398e-05,4.9736398e-05,4.9736398e-05,4,905
00ff8f08d819,4.9736398e-05,4.9736398e-05,4.9736398e-05,7,27609
593f30bef871,4.9736398e-05,4.9736398e-05,4.9736398e-05,3,8696
e9abbaa5490a,4.681073e-05,4.681073e-05,4.681073e-05,5,7886
fd3922a03660,4.681073e-05,4.681073e-05,4.681073e-05,4,13272
45525b1f9cb3,4.681073e-05,4.681073e-05,4.681073e-05,5,9474
90db84854804,4.681073e-05,4.681073e-05,4.681073e-05,3,30632
fce3a0bde617,4.681073e-05,4.681073e-05,4.681073e-05,5,648
331a940d9a4b,4.681073e-05,4.681073e-05,4.681073e-05,3,25467
2eba404cad76,4.681073e-05,4.681073e-05,4.681073e-05,4,788
418e3a673e3a,4.681073e-05,4.681073e-05,4.681073e-05,4,7815
0f56d3d2d73d,4.681073e-05,4.681073e-05,4.681073e-05,3,33430
f703935db5c5,4.681073e-05,4.681073e-05,4.681073e-05,3,18655
aa4b37529a40,4.681073e-05,4.681073e-05,4.681073e-05,5,2077
f7d4c9a41078,4.681073e-05,4.681073e-05,4.681073e-05,4,5552
640d63fa4bd5,4.681073e-05,4.681073e-05,4.681073e-05,4,11619
6c50f890b89e,4.681073e-05,4.681073e-05,4.681073e-05,3,28446
7872833c4abc,4.681073e-05,4.681073e-05,4.681073e-05,3,30776
ff0d0789e6af,4.681073e-05,4.681073e-05,4.681073e-05,5,9337
c8f6c7d204c3,4.681073e-05,4.681073e-05,4.681073e-05,3,8349
ab7b826fb0e3,4.681073e-05,4.681073e-05,4.681073e-05,3,4625
85b5ffb61cd8,4.681073e-05,4.681073e-05,4.681073e-05,4,7745
b29d8dd99514,4.681073e-05,4.681073e-05,4.681073e-05,5,7955
567b43e7fc80,4.681073e-05,4.681073e-05,4.681073e-05,5,3690
f3cf2068ffa8,4.681073e-05,4.681073e-05,4.681073e-05,4,30776
b1448838511b,4.681073e-05,4.681073e-05,4.681073e-05,3,9840
facd56c6b44d,4.681073e-05,4.681073e-05,4.681073e-05,6,6456
66b94621b89f,4.681073e-05,4.681073e-05,4.681073e-05,4,186
d3ef9228d473,4.681073e-05,4.681073e-05,4.681073e-05,4,8895
cdaafcc77a7f,4.681073e-05,4.681073e-05,4.681073e-05,6,2819
cefe826626ea,4.681073e-05,4.681073e-05,4.681073e-05,5,3491
9ffdc60d207f,4.681073e-05,4.681073e-05,4.681073e-05,6,2983
d49ea870a6eb,4.681073e-05,4.681073e-05,4.681073e-05,4,13420
850f94fb16da,4.681073e-05,4.681073e-05,4.681073e-05,4,17053
76fa7be6e056,4.681073e-05,4.681073e-05,4.681073e-05,5,5777
b5908953c11e,4.681073e-05,4.681073e-05,4.681073e-05,3,6038
cde150f12158,4.681073e-05,4.681073e-05,4.681073e-05,3,17053
7da6af03cc67,4.681073e-05,4.681073e-05,4.681073e-05,3,16031
8d89f2a66bd9,4.681073e-05,4.681073e-05,4.681073e-05,7,17564
f58a7186d948,4.681073e-05,4.681073e-05,4.681073e-05,3,26842
de71b34f1bbf,4.681073e-05,4.681073e-05,4.681073e-05,3,14261
28a0b17d7d93,4.681073e-05,4.681073e-05,4.681073e-05,4,3296
6cf2a003de50,4.681073e-05,4.681073e-05,4.681073e-05,4,31439
4793728b48fc,4.681073e-05,4.681073e-05,4.681073e-05,3,29856
c7952408f154,4.681073e-05,4.681073e-05,4.681073e-05,3,34690
1796ec3a394f,4.681073e-05,4.681073e-05,4.681073e-05,3,24946
07f41ae95513,4.681073e-05,4.681073e-05,4.681073e-05,3,10712
6f7fa106bd93,4.681073e-05,4.681073e-05,4.681073e-05,4,14261
a473c303eed8,4.681073e-05,4.681073e-05,4.681073e-05,5,17851
71e265d743e0,4.681073e-05,4.681073e-05,4.681073e-05,4,1498
564459097a23,4.681073e-05,4.681073e-05,4.681073e-05,7,4510
ec33127c2da8,4.681073e-05,4.681073e-05,4.681073e-05,4,13671
31e04148d561,4.681073e-05,4.681073e-05,4.681073e-05,4,18356
210786d6a363,4.681073e-05,4.681073e-05,4.681073e-05,4,4561
3c4940de7420,4.681073e-05,4.681073e-05,4.681073e-05,3,14261
4ef9a0c3feb8,4.681073e-05,4.681073e-05,4.681073e-05,4,6144
878bb1d5f8ab,4.681073e-05,4.681073e-05,4.681073e-05,6,1058
0d9d7beb0f18,4.681073e-05,4.681073e-05,4.681073e-05,3,5777
6410f165a7f0,4.681073e-05,4.681073e-05,4.681073e-05,3,8316
80707b37bb91,4.681073e-05,4.681073e-05,4.681073e-05,2,8696
c4c693c89659,4.681073e-05,4.681073e-05,4.681073e-05,3,2955
27f81c87ba53,4.681073e-05,4.681073e-05,4.681073e-05,3,517
59ebc23eb13a,4.681073e-05,4.681073e-05,4.681073e-05,6,13671
f2fae8130e26,4.3885055e-05,4.3885055e-05,4.3885055e-05,4,10758
72e460603414,4.3885055e-05,4.3885055e-05,4.3885055e-05,3,18356
3aeeea0d960b,4.3885055e-05,4.3885055e-05,4.3885055e-05,3,9951
6691547559e4,4.3885055e-05,4.3885055e-05,4.3885055e-05,5,13671
de6ef5757590,4.3885055e-05,4.3885055e-05,4.3885055e-05,4,1498
e71ddfd82f1a,4.3885055e-05,4.3885055e-05,4.3885055e-05,5,10616
ba3f45408830,4.3885055e-05,4.3885055e-05,4.3885055e-05,4,13617
98a692ee93d7,4.3885055e-05,4.3885055e-05,4.3885055e-05,4,6492
3f31f586be53,4.3885055e-05,4.3885055e-05,4.3885055e-05,6,7815
653d819a0d51,4.3885055e-05,4.3885055e-05,4.3885055e-05,4,1585
39b7e7c76413,4.3885055e-05,4.3885055e-05,4.3885055e-05,4,2819
c2524da7efdb,4.3885055e-05,4.3885055e-05,4.3885055e-05,3,4558
5d4034f1a645,4.3885055e-05,4.3885055e-05,4.3885055e-05,4,25467
ae3a175f2c93,4.3885055e-05,4.3885055e-05,4.3885055e-05,5,1585
9c8d00813ca6,4.3885055e-05,4.3885055e-05,4.3885055e-05,6,13617
240a3b1cd01a,4.3885055e-05,4.3885055e-05,4.3885055e-05,3,9474
19722ed50c99,4.3885055e-05,4.3885055e-05,4.3885055e-05,6,8513
aafced3250bf,4.3885055e-05,4.3885055e-05,4.3885055e-05,4,6300
31d44a024883,4.3885055e-05,4.3885055e-05,4.3885055e-05,3,24775
74ac7408e87f,4.3885055e-05,4.3885055e-05,4.3885055e-05,3,8316
742131530045,4.3885055e-05,4.3885055e-05,4.3885055e-05,4,993
4534122d24cd,4.3885055e-05,4.3885055e-05,4.3885055e-05,5,18655
21da4e0b39a4,4.3885055e-05,4.3885055e-05,4.3885055e-05,4,27609
eb5c52c64687,4.3885055e-05,4.3885055e-05,4.3885055e-05,5,4080
75d96cbb7bfd,4.3885055e-05,4.3885055e-05,4.3885055e-05,5,6395
e8e42b194f9e,4.3885055e-05,4.3885055e-05,4.3885055e-05,4,24946
6cf8b0e76ae8,4.3885055e-05,4.3885055e-05,4.3885055e-05,4,11324
668ddf39a657,4.3885055e-05,4.3885055e-05,4.3885055e-05,2,27609
3758611a88e2,4.3885055e-05,4.3885055e-05,4.3885055e-05,3,5667
69e156451546,4.3885055e-05,4.3885055e-05,4.3885055e-05,3,8349
93d9de9b6e2a,4.3885055e-05,4.3885055e-05,4.3885055e-05,5,13420
5eefdca2d57e,4.3885055e-05,4.3885055e-05,4.3885055e-05,4,13272
2a559e65f3f7,4.3885055e-05,4.3885055e-05,4.3885055e-05,2,1498
d6e3513b950c,4.3885055e-05,4.3885055e-05,4.3885055e-05,4,9053
a0bf0225bcca,4.3885055e-05,4.3885055e-05,4.3885055e-05,5,7745
1e808be837e6,4.3885055e-05,4.3885055e-05,4.3885055e-05,6,29429
a13abf402d67,4.3885055e-05,4.3885055e-05,4.3885055e-05,4,25669
8fd0433033b3,4.3885055e-05,4.3885055e-05,4.3885055e-05,3,6144
092add0ed59f,4.3885055e-05,4.3885055e-05,4.3885055e-05,7,32565
37133cd3f501,4.3885055e-05,4.3885055e-05,4.3885055e-05,3,9474
061a02dcebdf,4.3885055e-05,4.3885055e-05,4.3885055e-05,3,14611
2d4a0ae15198,4.3885055e-05,4.3885055e-05,4.3885055e-05,4,6038
2c5bcff27aab,4.3885055e-05,4.3885055e-05,4.3885055e-05,3,9304
a269ba7da07c,4.3885055e-05,4.3885055e-05,4.3885055e-05,4,25669
3f9a27c53a98,4.3885055e-05,4.3885055e-05,4.3885055e-05,3,21396
4ff3950468b5,4.3885055e-05,4.3885055e-05,4.3885055e-05,5,26024
d5063c9107c4,4.3885055e-05,4.3885055e-05,4.3885055e-05,5,788
9100a0435a8e,4.3885055e-05,4.3885055e-05,4.3885055e-05,4,429
2d3ddb89aca3,4.3885055e-05,4.3885055e-05,4.3885055e-05,3,26338
a05a338e9d62,4.3885055e-05,4.3885055e-05,4.3885055e-05,5,3296
b235072880bf,4.3885055e-05,4.3885055e-05,4.3885055e-05,4,8408
30e4f217f39d,4.3885055e-05,4.3885055e-05,4.3885055e-05,4,30632
7aceb0c36bf9,4.3885055e-05,4.3885055e-05,4.3885055e-05,5,32565
7395874a5873,4.3885055e-05,4.3885055e-05,4.3885055e-05,3,3296
f25defe0928f,4.3885055e-05,4.3885055e-05,4.3885055e-05,4,33430
d24e5c001ebc,4.3885055e-05,4.3885055e-05,4.3885055e-05,3,13272
2775dc170cea,4.3885055e-05,4.3885055e-05,4.3885055e-05,4,29610
d94f06928280,4.3885055e-05,4.3885055e-05,4.3885055e-05,3,4712
1b059d79f329,4.3885055e-05,4.3885055e-05,4.3885055e-05,2,7601
52b7839c4be3,4.3885055e-05,4.3885055e-05,4.3885055e-05,7,10616
37aed21d14da,4.3885055e-05,4.3885055e-05,4.3885055e-05,6,27047
245a2f41dfa6,4.3885055e-05,4.3885055e-05,4.3885055e-05,4,13997
6d26950a015f,4.3885055e-05,4.3885055e-05,4.3885055e-05,5,13191
590fdaece233,4.3885055e-05,4.3885055e-05,4.3885055e-05,6,6144
d37d2483a2b0,4.3885055e-05,4.3885055e-05,4.3885055e-05,3,26808
0d7f62985dba,4.3885055e-05,4.3885055e-05,4.3885055e-05,4,7548
413dfa72d304,4.3885055e-05,4.3885055e-05,4.3885055e-05,4,13272
10eca84279b8,4.3885055e-05,4.3885055e-05,4.3885055e-05,4,23952
4c55cb24dce0,4.3885055e-05,4.3885055e-05,4.3885055e-05,4,29610
6e12fd8fd04a,4.3885055e-05,4.3885055e-05,4.3885055e-05,3,33430
ec019a07eb66,4.3885055e-05,4.3885055e-05,4.3885055e-05,4,7146
b8717a2cbac6,4.3885055e-05,4.3885055e-05,4.3885055e-05,3,5782
9f7b53e1f08f,4.3885055e-05,4.3885055e-05,4.3885055e-05,4,6038
6ffb42134a3e,4.3885055e-05,4.3885055e-05,4.3885055e-05,2,5466
f3d6198aea31,4.3885055e-05,4.3885055e-05,4.3885055e-05,3,21396
da9b8fc10212,4.3885055e-05,4.3885055e-05,4.3885055e-05,4,4510
d599520e7fad,4.3885055e-05,4.3885055e-05,4.3885055e-05,3,7886
f5ea4ac0ff72,4.3885055e-05,4.3885055e-05,4.3885055e-05,3,21396
450d08d90172,4.3885055e-05,4.3885055e-05,4.3885055e-05,4,5466
d39da1587fde,4.3885055e-05,4.3885055e-05,4.3885055e-05,4,11434
8a009f0aeb67,4.0959385e-05,4.0959385e-05,4.0959385e-05,4,6492
735118969506,4.0959385e-05,4.0959385e-05,4.0959385e-05,3,9242
1ff410337e2d,4.0959385e-05,4.0959385e-05,4.0959385e-05,6,21396
5e85eb05826c,4.0959385e-05,4.0959385e-05,4.0959385e-05,4,16356
7ca8d2246aec,4.0959385e-05,4.0959385e-05,4.0959385e-05,4,1585
18cb5fe8ae61,4.0959385e-05,4.0959385e-05,4.0959385e-05,5,8728
37526a878335,4.0959385e-05,4.0959385e-05,4.0959385e-05,3,27091
526da348d1a0,4.0959385e-05,4.0959385e-05,4.0959385e-05,5,2077
47123b5f2af2,4.0959385e-05,4.0959385e-05,4.0959385e-05,4,11068
61fc3fbe6bff,4.0959385e-05,4.0959385e-05,4.0959385e-05,4,1017
7b8caf6b0199,4.0959385e-05,4.0959385e-05,4.0959385e-05,4,8895
c7c3fe09bfad,4.0959385e-05,4.0959385e-05,4.0959385e-05,3,30117
58b1db769413,4.0959385e-05,4.0959385e-05,4.0959385e-05,4,1585
4cc01a1d8a08,4.0959385e-05,4.0959385e-05,4.0959385e-05,3,6038
c863df4bf9e5,4.0959385e-05,4.0959385e-05,4.0959385e-05,3,13671
03b13a78a61e,4.0959385e-05,4.0959385e-05,4.0959385e-05,5,27214
697213371324,4.0959385e-05,4.0959385e-05,4.0959385e-05,2,8696
f3e2e49850ce,4.0959385e-05,4.0959385e-05,4.0959385e-05,4,8500
5ea9992f9bb0,4.0959385e-05,4.0959385e-05,4.0959385e-05,4,1019
f86d4bea128a,4.0959385e-05,4.0959385e-05,4.0959385e-05,3,4510
837de992622c,4.0959385e-05,4.0959385e-05,4.0959385e-05,3,6395
759ccdecfb92,4.0959385e-05,4.0959385e-05,4.0959385e-05,5,27214
93791a3a8969,4.0959385e-05,4.0959385e-05,4.0959385e-05,3,22850
5d84d55dbfb6,4.0959385e-05,4.0959385e-05,4.0959385e-05,4,27047
f11f2fd5651c,4.0959385e-05,4.0959385e-05,4.0959385e-05,7,29484
9914b4c33327,4.0959385e-05,4.0959385e-05,4.0959385e-05,3,16623
f1324fe14d6f,4.0959385e-05,4.0959385e-05,4.0959385e-05,6,5552
c654d35b0b6a,4.0959385e-05,4.0959385e-05,4.0959385e-05,3,8770
7e55aa52a143,4.0959385e-05,4.0959385e-05,4.0959385e-05,6,24057
ec4a5d58cb6f,4.0959385e-05,4.0959385e-05,4.0959385e-05,3,3690
e0055073b46f,4.0959385e-05,4.0959385e-05,4.0959385e-05,4,27091
7206f696ad41,4.0959385e-05,4.0959385e-05,4.0959385e-05,2,31294
5922ec6b3c71,4.0959385e-05,4.0959385e-05,4.0959385e-05,4,31439
ba11c6914547,4.0959385e-05,4.0959385e-05,4.0959385e-05,4,31482
9d010a6e09a8,4.0959385e-05,4.0959385e-05,4.0959385e-05,5,9474
f47f018dbbdd,4.0959385e-05,4.0959385e-05,4.0959385e-05,4,9242
d74cd7f3dcdd,4.0959385e-05,4.0959385e-05,4.0959385e-05,3,25288
a369ad1d40a8,4.0959385e-05,4.0959385e-05,4.0959385e-05,3,9337
ce0187d06cdc,4.0959385e-05,4.0959385e-05,4.0959385e-05,4,4510
8e10674adf00,4.0959385e-05,4.0959385e-05,4.0959385e-05,5,10867
098dd378e523,4.0959385e-05,4.0959385e-05,4.0959385e-05,4,22850
801eb5fc7772,4.0959385e-05,4.0959385e-05,4.0959385e-05,5,8728
eaef17bf995c,4.0959385e-05,4.0959385e-05,4.0959385e-05,4,4526
594368928736,4.0959385e-05,4.0959385e-05,4.0959385e-05,5,13597
ab28a24f781d,4.0959385e-05,4.0959385e-05,4.0959385e-05,3,11571
6b92099e6747,4.0959385e-05,4.0959385e-05,4.0959385e-05,3,8500
12e04687b4dc,4.0959385e-05,4.0959385e-05,4.0959385e-05,4,30632
afa9fd920633,4.0959385e-05,4.0959385e-05,4.0959385e-05,6,24775
ada01693599a,4.0959385e-05,4.0959385e-05,4.0959385e-05,5,6492
3cd2103e9968,4.0959385e-05,4.0959385e-05,4.0959385e-05,3,6492
9cfc46812f53,4.0959385e-05,4.0959385e-05,4.0959385e-05,3,11148
20b88f044c20,4.0959385e-05,4.0959385e-05,4.0959385e-05,4,3395
de486ca72087,4.0959385e-05,4.0959385e-05,4.0959385e-05,3,13271
97b6f2036ccf,4.0959385e-05,4.0959385e-05,4.0959385e-05,4,9527
4fadf4b0a431,4.0959385e-05,4.0959385e-05,4.0959385e-05,2,6144
4cfe5d16d67e,4.0959385e-05,4.0959385e-05,4.0959385e-05,4,157
f8bf95955222,4.0959385e-05,4.0959385e-05,4.0959385e-05,4,7116
cf0db0d9af05,4.0959385e-05,4.0959385e-05,4.0959385e-05,5,993
7abe023cdc34,4.0959385e-05,4.0959385e-05,4.0959385e-05,3,993
02d7af9eae3d,4.0959385e-05,4.0959385e-05,4.0959385e-05,3,993
de08a82fea09,4.0959385e-05,4.0959385e-05,4.0959385e-05,3,7886
390003427787,4.0959385e-05,4.0959385e-05,4.0959385e-05,3,157
f52515a05859,4.0959385e-05,4.0959385e-05,4.0959385e-05,3,8513
0cbb64157866,4.0959385e-05,4.0959385e-05,4.0959385e-05,4,30632
a5833ab0c4a0,4.0959385e-05,4.0959385e-05,4.0959385e-05,4,987
9a21e28dd823,4.0959385e-05,4.0959385e-05,4.0959385e-05,5,29610
a7989a5e8432,4.0959385e-05,4.0959385e-05,4.0959385e-05,7,4712
3e2131e854e7,4.0959385e-05,4.0959385e-05,4.0959385e-05,4,31439
06e8a9cc36dd,4.0959385e-05,4.0959385e-05,4.0959385e-05,4,16454
c1889f447020,4.0959385e-05,4.0959385e-05,4.0959385e-05,4,6038
e4973edb4835,4.0959385e-05,4.0959385e-05,4.0959385e-05,5,1017
8ad25e9b76ee,4.0959385e-05,4.0959385e-05,4.0959385e-05,3,2077
4ec1d15852f9,4.0959385e-05,4.0959385e-05,4.0959385e-05,3,2819
4dbef79f6f39,4.0959385e-05,4.0959385e-05,4.0959385e-05,3,17315
f2bc2b3f2cde,4.0959385e-05,4.0959385e-05,4.0959385e-05,4,9840
9776a8a5557c,4.0959385e-05,4.0959385e-05,4.0959385e-05,3,14261
9c83d49187d7,4.0959385e-05,4.0959385e-05,4.0959385e-05,5,27310
4924fb7c3cc7,4.0959385e-05,4.0959385e-05,4.0959385e-05,4,24601
451d16a73548,4.0959385e-05,4.0959385e-05,4.0959385e-05,5,8500
ec1ce01e3b79,4.0959385e-05,4.0959385e-05,4.0959385e-05,5,16454
28fa5332be4b,4.0959385e-05,4.0959385e-05,4.0959385e-05,4,25568
31c3cc47f29d,4.0959385e-05,4.0959385e-05,4.0959385e-05,3,993
4537f54e5e56,4.0959385e-05,4.0959385e-05,4.0959385e-05,5,3395
8b99b708e3ed,4.0959385e-05,4.0959385e-05,4.0959385e-05,3,9337
f5a9139b66df,4.0959385e-05,4.0959385e-05,4.0959385e-05,5,7449
3f776d6f2091,4.0959385e-05,4.0959385e-05,4.0959385e-05,3,18356
4be171ba7c53,4.0959385e-05,4.0959385e-05,4.0959385e-05,3,19548
7220c146f911,4.0959385e-05,4.0959385e-05,4.0959385e-05,5,24601
3472a498ea86,4.0959385e-05,4.0959385e-05,4.0959385e-05,3,31784
070ddd58e8de,4.0959385e-05,4.0959385e-05,4.0959385e-05,3,265
6ab617e4d68c,4.0959385e-05,4.0959385e-05,4.0959385e-05,5,11381
cefe0ad63e1a,4.0959385e-05,4.0959385e-05,4.0959385e-05,6,1975
1440d93271d6,4.0959385e-05,4.0959385e-05,4.0959385e-05,3,1498
c8af547ff79d,4.0959385e-05,4.0959385e-05,4.0959385e-05,5,18712
384e69140f00,4.0959385e-05,4.0959385e-05,4.0959385e-05,3,1498
10d5efd9450a,4.0959385e-05,4.0959385e-05,4.0959385e-05,4,27214
43b1a1b6a9ad,4.0959385e-05,4.0959385e-05,4.0959385e-05,4,19167
42b48f1d6fb6,4.0959385e-05,4.0959385e-05,4.0959385e-05,4,20226
9f340d9c4d9c,4.0959385e-05,4.0959385e-05,4.0959385e-05,6,24775
e04958eac31e,4.0959385e-05,4.0959385e-05,4.0959385e-05,5,871
925952785310,4.0959385e-05,4.0959385e-05,4.0959385e-05,3,22631
7af8a00a1f71,4.0959385e-05,4.0959385e-05,4.0959385e-05,4,31439
24dbb48826a0,4.0959385e-05,4.0959385e-05,4.0959385e-05,3,6144
fe3765d5affd,4.0959385e-05,4.0959385e-05,4.0959385e-05,5,13362
f997d835158e,4.0959385e-05,4.0959385e-05,4.0959385e-05,3,4720
d4f4d9dbf093,4.0959385e-05,4.0959385e-05,4.0959385e-05,5,30117
3061f1d41692,4.0959385e-05,4.0959385e-05,4.0959385e-05,5,1118
d361046a28d8,4.0959385e-05,4.0959385e-05,4.0959385e-05,4,30632
00878f25ea19,4.0959385e-05,4.0959385e-05,4.0959385e-05,5,7815
d172bc1ff66d,4.0959385e-05,4.0959385e-05,4.0959385e-05,4,8895
de0a2e9dfec9,4.0959385e-05,4.0959385e-05,4.0959385e-05,6,8409
a7d02340bf7e,4.0959385e-05,4.0959385e-05,4.0959385e-05,5,2382
59ffbc0f2458,4.0959385e-05,4.0959385e-05,4.0959385e-05,3,599
8451e9028039,4.0959385e-05,4.0959385e-05,4.0959385e-05,4,265
add6eb9f664d,4.0959385e-05,4.0959385e-05,4.0959385e-05,4,9242
f70fd2d2b5f3,4.0959385e-05,4.0959385e-05,4.0959385e-05,4,4849
f0b78e714c45,4.0959385e-05,4.0959385e-05,4.0959385e-05,7,19523
912202532559,4.0959385e-05,4.0959385e-05,4.0959385e-05,3,6038
88661c981f45,4.0959385e-05,4.0959385e-05,4.0959385e-05,4,24946
02262eefee31,4.0959385e-05,4.0959385e-05,4.0959385e-05,7,1019
9bb98d20bb0b,4.0959385e-05,4.0959385e-05,4.0959385e-05,3,8316
ab7bfb3a8394,4.0959385e-05,4.0959385e-05,4.0959385e-05,4,8728
b6e2e167ffec,4.0959385e-05,4.0959385e-05,4.0959385e-05,5,429
5c50288c9d3e,4.0959385e-05,4.0959385e-05,4.0959385e-05,4,7745
554c31f9eb2c,4.0959385e-05,4.0959385e-05,4.0959385e-05,3,7886
ffcb335c3041,4.0959385e-05,4.0959385e-05,4.0959385e-05,4,9242
f8bbad678d7f,4.0959385e-05,4.0959385e-05,4.0959385e-05,5,2819
fc9c5d856364,4.0959385e-05,4.0959385e-05,4.0959385e-05,8,16178
5399ab3f19dc,4.0959385e-05,4.0959385e-05,4.0959385e-05,4,29610
42c5b6a13324,4.0959385e-05,4.0959385e-05,4.0959385e-05,8,6082
3139d89b6b7d,4.0959385e-05,4.0959385e-05,4.0959385e-05,5,2016
e6e328b76426,4.0959385e-05,4.0959385e-05,4.0959385e-05,4,1887
b5b4298fba6f,4.0959385e-05,4.0959385e-05,4.0959385e-05,4,298
88d2b23a5c58,4.0959385e-05,4.0959385e-05,4.0959385e-05,2,6038
c38eb90ddb73,4.0959385e-05,4.0959385e-05,4.0959385e-05,4,517
